V1,V2
MYC,MEIS1
MYC,MAPK3
MYC,MAPK1
MYC,JUNB
MYC,HOXA9
MYC,HLF
MYC,FOXO4
MYC,FOXO3
MYC,FOXJ2
MYC,ESR2
MYC,E2F5
MYC,DDIT3
MYC,CTNNB1
MYC,CREBBP
MYC,BRCA2
MYC,BPTF
MYC,BBC3
MYC,BACH2
MYC,ATF7
MYC,ATF6
MYC,AHR
MYC,APC
MYC,ATM
MYC,BARD1
MYC,BRIP1
MYC,FOXM1
MYC,GATA4
MYC,HES1
MYC,HIF3A
MYC,INSM1
MYC,NCOA3
MYC,NOTCH4
MYC,RAD51
MYC,RB1
MYC,KLF15
MYC,UHRF1
MYC,CEACAM5
MYC,PRAME
MYC,ALDH4A1
MYC,CDKN1A
MYC,APC2
MYC,PPM1D
MYC,COL4A2
MYC,CSAG1
MYC,HEPACAM
MYC,FGF21
MYC,MYEOV
MYC,CXCL2
MYC,ITIH2
MYC,MAGEA2
MYC,MAGEA3
MYC,MSH2
MYC,MAGEC2
MYC,FXYD1
MYC,ANLN
MYC,RBP4
MYC,TNNI3
MYC,AOC3
MYC,RECQL5
MYC,ZIC5
MYC,WNT10B
MYC,PTEN
MYC,KCNJ3
MYC,CHEK2
MYC,PLK1
MYC,RPS6KB1
MYC,CDK6
MYC,HPD
MYC,PHB
MYC,MAP2K1
MYC,BAX
MYC,RAD51C
MYC,CCND1
MYC,TNXB
MYC,CA4
MYC,RTBDN
MYC,DGAT2
MYC,WNT3
MYC,WNT10A
MYC,SLC2A4
MYC,RTN4RL1
MYC,RAD54L
MYC,HRAS
MYC,GADD45B
MYC,FGF8
MYC,ACTL8
MYC,GSK3B
MYC,NXPH1
MYC,VGF
MYC,DCK
MYC,RFC4
MYC,RRM2
MYC,CCNE2
MYC,IGF1R
MYC,CDCA7
MYC,PBK
MYC,PALB2
MYC,OXCT1
MYC,NOTCH1
MYC,KCNJ16
MYC,HOXC12
MYC,HIST2H3C
MYC,HBA2
MYC,FZD9
MYC,DLL4
MYC,CENPF
MYC,CDK4
MYC,UBE2C
MYC,SPC24
MYC,XRCC2
MYC,CDC25C
MYC,HMMR
MYC,PDE3B
MYC,PMS2
MYC,TFR2
MYC,DVL1
MYC,WNT2B
MYC,MTDH
MYC,KRAS
MYC,FZD7
MYC,DES
MYC,CPLX2
MYC,RDH5
MYC,AXIN2
MYC,DVL2
MYC,TEX19
MYC,MMP9
MYC,MMP1
MYC,CASP8
MYC,MTOR
MYC,S100P
MYC,NRAS
MYC,FRAT2
MYC,FRMD1
MYC,EPB42
MYC,DQX1
MYC,RAF1
MYC,TGFB3
MYC,UCHL5
MYC,PCOLCE2
MYC,GLP2R
MYC,FGF9
MYC,FGF6
MYC,SLC22A12
MYC,WISP1
MYC,PDK4
MYC,HBG1
MYC,CST5
MYC,ATP1A2
MYC,CYP3A4
ATF3,NFKB1
ATF3,ZBTB7A
ATF3,POU2F2
ATF3,POU5F1
ATF3,SPI1
ATF3,SREBF1
ATF3,SRF
ATF3,STAT3
ATF3,TAF1
ATF3,TBP
ATF3,TFAP2A
ATF3,TFAP2C
ATF3,YY1
ATF3,TP53
ATF3,CREB1
ATF3,SMAD3
ATF3,RORA
ATF3,POU2F1
ATF3,PAX6
ATF3,CEBPA
ATF3,ATF4
ATF3,ATF2
ATF3,POU3F3
ATF3,POU3F2
ATF3,POU3F1
ATF3,PATZ1
ATF3,NR2F1
ATF3,NFIL3
ATF3,NFE2L1
ATF3,MZF1
ATF3,MYBL2
ATF3,JUNB
ATF3,FOXC1
ATF3,FOSB
ATF3,DDIT3
ATF3,ARNT
ATF3,ALX1
ATF3,AHR
ATF3,GATA4
ATF3,PRAME
ATF3,GNAZ
ATF3,NUF2
ATF3,RPS6KB2
ATF3,MAP2K1
ATF3,BAX
ATF3,RAD51C
ATF3,WNT11
ATF3,WNT10A
ATF3,PENK
ATF3,LHX1
ATF3,HCN2
ATF3,CDK4
ATF3,CEP55
ATF3,FLT1
ATF3,CSNK1A1
ATF3,DVL2
ATF3,JAG2
ATF3,SHC3
ATF3,DQX1
ATF3,TMEM151A
ATF3,FGF9
ATF3,WNT2
ATF3,LRP6
NFE2,BCL3
NFE2,RXRA
NFE2,SMARCA4
NFE2,SP1
NFE2,TAL1
NFE2,TCF4
NFE2,TCF12
NFE2,TFAP2A
NFE2,TFAP2C
NFE2,MAFK
NFE2,CCNT2
NFE2,CREB1
NFE2,SMAD3
NFE2,CEBPA
NFE2,AR
NFE2,TGIF1
NFE2,RFX1
NFE2,MAPK1
NFE2,KLF12
NFE2,FOXO4
NFE2,FOXF2
NFE2,DDIT3
NFE2,CREBBP
NFE2,BACH1
NFE2,ALX1
NFE2,GATA5
NFE2,GNAZ
NFE2,P2RX6
NFE2,ESM1
NFE2,HEPACAM
NFE2,CDK6
NFE2,BAX
NFE2,FGF1
NFE2,ATOH8
NFE2,NELL2
NFE2,CDK4
NFE2,ITGA7
NFE2,B3GALT1
NFE2,DVL2
NFE2,MMP9
NFE2,CXCL10
NFE2,TMEM151A
NFE2,EIF4E1B
NFE2,AKT3
NFKB1,NRF1
NFKB1,BCL11A
NFKB1,POU2F2
NFKB1,RFX5
NFKB1,BCL3
NFKB1,RXRA
NFKB1,SP1
NFKB1,SPI1
NFKB1,BRCA1
NFKB1,STAT1
NFKB1,STAT3
NFKB1,TAL1
NFKB1,TBP
NFKB1,TFAP2A
NFKB1,TFAP2C
NFKB1,NR2C2
NFKB1,USF1
NFKB1,USF2
NFKB1,YY1
NFKB1,HMGN3
NFKB1,TP53
NFKB1,STAT5A
NFKB1,RELA
NFKB1,ELK1
NFKB1,CREB1
NFKB1,STAT6
NFKB1,STAT4
NFKB1,SMAD3
NFKB1,REL
NFKB1,NFKB2
NFKB1,MYB
NFKB1,HNF1A
NFKB1,EGR2
NFKB1,ATF4
NFKB1,ATF2
NFKB1,ATF1
NFKB1,AR
NFKB1,WT1
NFKB1,VSX2
NFKB1,NR2F2
NFKB1,MIF
NFKB1,KLF12
NFKB1,JUNB
NFKB1,IRF7
NFKB1,HOXA9
NFKB1,FOXO3
NFKB1,FOXJ2
NFKB1,CUX1
NFKB1,CTNNB1
NFKB1,BRCA2
NFKB1,ATF7
NFKB1,ATF6
NFKB1,ATF5
NFKB1,ARNT
NFKB1,AHR
NFKB1,ASCL1
NFKB1,GATA4
NFKB1,HDAC1
NFKB1,HES1
NFKB1,HEYL
NFKB1,NCOA1
NFKB1,NCOA3
NFKB1,NOTCH4
NFKB1,EGF
NFKB1,LIN28A
NFKB1,CEACAM5
NFKB1,CEACAM6
NFKB1,CDKN1A
NFKB1,EPO
NFKB1,CXCL2
NFKB1,RECQL5
NFKB1,WNT10B
NFKB1,SAA2
NFKB1,PTEN
NFKB1,IL19
NFKB1,GADD45G
NFKB1,CCL11
NFKB1,EGFR
NFKB1,A2ML1
NFKB1,FABP6
NFKB1,CASP14
NFKB1,IGFL3
NFKB1,MMP10
NFKB1,DLK2
NFKB1,LIPE
NFKB1,BAX
NFKB1,CCND1
NFKB1,TNXB
NFKB1,WNT7A
NFKB1,PPP2R2C
NFKB1,KY
NFKB1,HIST1H2AM
NFKB1,GFAP
NFKB1,GADD45B
NFKB1,FLT4
NFKB1,FGF8
NFKB1,CXCL11
NFKB1,CSF3
NFKB1,CFD
NFKB1,GSK3B
NFKB1,WNT5A
NFKB1,SLC6A4
NFKB1,NOTCH1
NFKB1,LPL
NFKB1,KLK3
NFKB1,KIF4A
NFKB1,GRIA4
NFKB1,CDK4
NFKB1,AKT2
NFKB1,GADD45A
NFKB1,FGF7
NFKB1,PIK3CD
NFKB1,KREMEN2
NFKB1,TNFSF11
NFKB1,AKT1
NFKB1,CDH1
NFKB1,CYP1A1
NFKB1,MMP9
NFKB1,MMP1
NFKB1,JAG2
NFKB1,CSN2
NFKB1,MMP13
NFKB1,DQX1
NFKB1,PLIN1
NFKB1,CXCL10
NFKB1,UCHL5
NFKB1,MUC2
NFKB1,PDK4
NFKB1,AKT3
NFKB1,TSLP
NFKB1,PAPPA2
NFKB1,HHATL
NFKB1,FGF17
NFYA,NFYB
NFYA,NRF1
NFYA,ZBTB7A
NFYA,RFX5
NFYA,SP1
NFYA,SP2
NFYA,BRCA1
NFYA,SRF
NFYA,STAT2
NFYA,TBP
NFYA,TCF4
NFYA,TFAP2A
NFYA,TFAP2C
NFYA,USF1
NFYA,USF2
NFYA,XRCC4
NFYA,ZNF143
NFYA,HMGN3
NFYA,TP53
NFYA,ELK1
NFYA,POU2F1
NFYA,PAX6
NFYA,NFKB2
NFYA,CEBPA
NFYA,ATF4
NFYA,ATF2
NFYA,XBP1
NFYA,SOX9
NFYA,RFX1
NFYA,POU3F3
NFYA,POU3F2
NFYA,PBX1
NFYA,NR2F2
NFYA,NR2F1
NFYA,NFYC
NFYA,NFE2L1
NFYA,MEIS1
NFYA,LMO2
NFYA,HLF
NFYA,ESR2
NFYA,E2F3
NFYA,DDIT3
NFYA,ATF7
NFYA,ARNT
NFYA,AHR
NFYA,ATM
NFYA,HES1
NFYA,MYT1
NFYA,E2F8
NFYA,FOXJ1
NFYA,UHRF1
NFYA,CDC20
NFYA,GNAZ
NFYA,P2RX6
NFYA,HEPACAM
NFYA,MYEOV
NFYA,BUB1
NFYA,RECQL5
NFYA,PLK1
NFYA,HSPB6
NFYA,DTL
NFYA,FAM83D
NFYA,WNT16
NFYA,RAD54L
NFYA,PIK3R1
NFYA,NAT1
NFYA,HRAS
NFYA,HIST1H2AM
NFYA,GADD45B
NFYA,CSF3
NFYA,CENPA
NFYA,GSK3B
NFYA,DCK
NFYA,MSH6
NFYA,NUSAP1
NFYA,RRM2
NFYA,TOP2A
NFYA,RASSF7
NFYA,NEK2
NFYA,HIST2H3C
NFYA,HIST1H3H
NFYA,HBA2
NFYA,CENPF
NFYA,TROAP
NFYA,KIF18B
NFYA,ASPM
NFYA,SHC1
NFYA,KIF14
NFYA,GADD45A
NFYA,PMS2
NFYA,PIK3R3
NFYA,TNFSF11
NFYA,DLGAP5
NFYA,ECT2
NFYA,MTOR
NFYA,XRCC3
NFYA,CKAP2L
NFYA,HBB
NFYA,EDN3
NFYA,HBA1
NFYA,TMEM151A
NFYA,HBG2
NFYA,PDK4
NFYA,HBG1
NFYA,TPX2
NFYA,SYT13
NFYA,PITRM1
NFYA,HERC2
NFYA,FGF4
NFYB,SP1
NFYB,SP2
NFYB,BRCA1
NFYB,TBP
NFYB,TCF4
NFYB,YY1
NFYB,ZNF143
NFYB,TP53
NFYB,CEBPA
NFYB,RFX1
NFYB,POU3F3
NFYB,NR2F1
NFYB,NFYC
NFYB,NFE2L1
NFYB,LMO2
NFYB,HLF
NFYB,E2F3
NFYB,DDIT3
NFYB,CUX1
NFYB,ATM
NFYB,MYT1
NFYB,GNAZ
NFYB,DLK1
NFYB,HEPACAM
NFYB,MYEOV
NFYB,MSH2
NFYB,FAM83D
NFYB,WNT16
NFYB,PIK3R1
NFYB,CENPA
NFYB,GSK3B
NFYB,MSH6
NFYB,RRM2
NFYB,TOP2A
NFYB,CENPF
NFYB,ASPM
NFYB,SHC1
NFYB,KIF14
NFYB,PMS2
NFYB,ARAF
NFYB,HBB
NFYB,EDN3
NFYB,PDK4
NFYB,SYT13
NFYB,HERC2
NFYB,FGF4
NRF1,PAX5
NRF1,RAD21
NRF1,SMARCA4
NRF1,SMARCC1
NRF1,SPI1
NRF1,YY1
NRF1,CCNT2
NRF1,RELA
NRF1,CREB1
NRF1,SMAD4
NRF1,POU2F1
NRF1,CLEC5A
NRF1,MAPK1
NRF1,CDC5L
NRF1,BPTF
NRF1,ARNT
NRF1,AHR
NRF1,APC
NRF1,PRAME
NRF1,FGF21
NRF1,RPS6KB1
NRF1,DTL
NRF1,SPC24
NRF1,XRCC2
NRF1,GRB2
NRF1,CSNK1A1
PAX5,SIRT6
PAX5,POU2F2
PAX5,RAD21
PAX5,REST
PAX5,PRDM1
PAX5,SRF
PAX5,TBP
PAX5,TFAP2C
PAX5,USF1
PAX5,ZNF143
PAX5,BHLHE40
PAX5,TP53
PAX5,STAT5A
PAX5,REL
PAX5,POU2F1
PAX5,MYB
PAX5,LEF1
PAX5,EGR2
PAX5,XBP1
PAX5,TGIF1
PAX5,TCF7
PAX5,RREB1
PAX5,PATZ1
PAX5,NR2F2
PAX5,NKX2-2
PAX5,JUNB
PAX5,FOXO4
PAX5,FOXO1
PAX5,CTNNB1
PAX5,CREBBP
PAX5,ASCL1
PAX5,INSM1
PAX5,NCOA3
PAX5,NOTCH2
PAX5,NOTCH3
PAX5,RB1
PAX5,SIX3
PAX5,CEACAM5
PAX5,CEACAM6
PAX5,CDKN1A
PAX5,PPM1D
PAX5,DLK1
PAX5,LHX2
PAX5,MSH2
PAX5,RECQL5
PAX5,PTEN
PAX5,GBX2
PAX5,G0S2
PAX5,CHEK2
PAX5,CASP14
PAX5,IGFL3
PAX5,MMP10
PAX5,DLK2
PAX5,BAX
PAX5,CCND1
PAX5,TNXB
PAX5,WNT7A
PAX5,CDC73
PAX5,WNT3
PAX5,TRHDE
PAX5,LHX1
PAX5,JAG1
PAX5,GSK3B
PAX5,IGF1R
PAX5,HOXC12
PAX5,GMPS
PAX5,FZD9
PAX5,FANCM
PAX5,DLL4
PAX5,AKT2
PAX5,HMMR
PAX5,TFR2
PAX5,GRB2
PAX5,FZD5
PAX5,CPLX2
PAX5,AP2B1
PAX5,DVL2
PAX5,TMEM145
PAX5,HES5
PAX5,MMP1
PAX5,JAG2
PAX5,KLKP1
PAX5,WNT2
PAX5,SYT13
PAX5,GABRQ
PAX5,FGF20
PBX3,POU2F2
PBX3,SP1
PBX3,SP2
PBX3,TFAP2A
PBX3,TFAP2C
PBX3,YY1
PBX3,ZNF143
PBX3,CREB1
PBX3,POU2F1
PBX3,HNF1A
PBX3,ATF2
PBX3,RFX1
PBX3,POU3F2
PBX3,PBX1
PBX3,PATZ1
PBX3,NFE2L1
PBX3,MEIS1
PBX3,KLF12
PBX3,HOXA9
PBX3,ALX1
PBX3,CEACAM5
PBX3,CEACAM6
PBX3,IGFL3
PBX3,HRAS
PBX3,CENPA
PBX3,PRC1
PBX3,TOP2A
PBX3,SPC24
PBX3,DIAPH3
PBX3,MTOR
ZBTB7A,SP1
ZBTB7A,SRF
ZBTB7A,BHLHE40
ZBTB7A,CREB1
ZBTB7A,NFIC
ZBTB7A,EGR3
ZBTB7A,EGR2
ZBTB7A,ATF4
ZBTB7A,ATF2
ZBTB7A,ATF1
ZBTB7A,RREB1
ZBTB7A,PATZ1
ZBTB7A,MZF1
ZBTB7A,MAPK1
ZBTB7A,JUNB
ZBTB7A,CUX1
ZBTB7A,BBC3
ZBTB7A,ATF7
ZBTB7A,ATF6
ZBTB7A,ATF5
ZBTB7A,ARNT
ZBTB7A,AHR
ZBTB7A,PRAME
ZBTB7A,DLK1
ZBTB7A,P2RX6
ZBTB7A,HEPACAM
ZBTB7A,MYEOV
ZBTB7A,TNNI3
ZBTB7A,RRM2
ZBTB7A,SLC2A3
ZBTB7A,TFR2
ZBTB7A,DVL1
ZBTB7A,KREMEN2
ZBTB7A,KISS1R
SIRT6,SP1
SIRT6,SPI1
SIRT6,TFAP2A
SIRT6,BHLHE40
SIRT6,NFIC
SIRT6,MAPK1
SIRT6,FOXO3
SIRT6,PRAME
BCL11A,POU2F2
BCL11A,BHLHE40
BCL11A,ELK1
BCL11A,NFKB2
BCL11A,NFIC
BCL11A,RREB1
BCL11A,PBX1
BCL11A,NR2F2
BCL11A,NR2F1
BCL11A,NKX2-2
BCL11A,LMO2
BCL11A,ARNT
BCL11A,AHR
BCL11A,ASCL1
BCL11A,NCOA3
BCL11A,CEACAM5
BCL11A,CEACAM6
BCL11A,PPM1D
BCL11A,RECQL5
BCL11A,A2ML1
BCL11A,FABP6
BCL11A,CASP14
BCL11A,IGFL3
BCL11A,MMP10
BCL11A,DLK2
BCL11A,NBN
POU2F2,WRNIP1
POU2F2,RAD21
POU2F2,BCL3
POU2F2,PRDM1
POU2F2,SP1
POU2F2,SPI1
POU2F2,SREBF2
POU2F2,SRF
POU2F2,STAT1
POU2F2,STAT3
POU2F2,TBP
POU2F2,TCF4
POU2F2,ZEB1
POU2F2,TCF12
POU2F2,USF2
POU2F2,BCLAF1
POU2F2,RELA
POU2F2,SMAD3
POU2F2,REL
POU2F2,PAX6
POU2F2,LEF1
POU2F2,EGR2
POU2F2,ATF4
POU2F2,TCF7
POU2F2,TCF3
POU2F2,POU3F1
POU2F2,PATZ1
POU2F2,MAPK1
POU2F2,JUNB
POU2F2,E2F3
POU2F2,CREBBP
POU2F2,ATF7
POU2F2,ARNT
POU2F2,AHR
POU2F2,ASCL1
POU2F2,NCOA3
POU2F2,CEACAM5
POU2F2,CEACAM6
POU2F2,CDKN1A
POU2F2,PPM1D
POU2F2,RECQL5
POU2F2,NNAT
POU2F2,GADD45G
POU2F2,FABP6
POU2F2,CASP14
POU2F2,IGFL3
POU2F2,MMP10
POU2F2,DLK2
POU2F2,HIST1H2AM
POU2F2,GADD45B
POU2F2,FGF1
POU2F2,DLL1
POU2F2,CSF3
POU2F2,HIST1H2BO
POU2F2,LPL
POU2F2,HOXC12
POU2F2,HIST2H3C
POU2F2,HIST1H3H
POU2F2,DLL4
POU2F2,GADD45A
POU2F2,WNT2B
POU2F2,SLC24A2
POU2F2,HIST1H3G
POU2F2,HBB
POU2F2,FGF20
POU2F2,KLHL1
POU5F1,PRDM1
POU5F1,SP1
POU5F1,TCF4
POU5F1,ZEB1
POU5F1,TFAP2A
POU5F1,TFAP2C
POU5F1,NANOG
POU5F1,SMAD3
POU5F1,PAX6
POU5F1,LEF1
POU5F1,AR
POU5F1,TCF7
POU5F1,TCF3
POU5F1,POU3F1
POU5F1,PATZ1
POU5F1,NR2F2
POU5F1,CREBBP
POU5F1,ATF7
POU5F1,HDAC1
POU5F1,CDKN1A
POU5F1,GADD45G
POU5F1,FGF1
POU5F1,DLL1
POU5F1,CSF3
POU5F1,LPL
POU5F1,HOXC12
POU5F1,DLL4
POU5F1,GADD45A
POU5F1,WNT2B
POU5F1,ITGA7
POU5F1,RDH5
POU5F1,SLC24A2
POU5F1,FGF4
POU5F1,FGF20
POU5F1,KLHL1
BRF2,TBP
BRF2,TFAP2A
BRF2,TFAP2C
BRF2,TFAP4
BRF2,MAPK1
BRF2,PRAME
BDP1,YY1
BDP1,TP53
BDP1,MAPK1
BDP1,RB1
BDP1,PRAME
BDP1,NPR1
BDP1,HIST1H2AM
BDP1,HIST1H2BO
WRNIP1,CREB1
WRNIP1,CEBPA
WRNIP1,TFAP4
WRNIP1,DDIT3
WRNIP1,BACH2
WRNIP1,BACH1
WRNIP1,CEACAM5
WRNIP1,CEACAM6
WRNIP1,CASP14
RAD21,PRDM1
RAD21,SPI1
RAD21,BRCA1
RAD21,STAT3
RAD21,TAL1
RAD21,TCF12
RAD21,TFAP2A
RAD21,YY1
RAD21,BHLHE40
RAD21,BCLAF1
RAD21,STAT5A
RAD21,STAT6
RAD21,LEF1
RAD21,EGR2
RAD21,SOX9
RAD21,NFIL3
RAD21,MAPK1
RAD21,JUNB
RAD21,FOXF2
RAD21,ASCL1
RAD21,HEYL
RAD21,NCOA3
RAD21,PRAME
RAD21,DLK1
RAD21,ESM1
RAD21,CSAG1
RAD21,HEPACAM
RAD21,FZD2
RAD21,FGF21
RAD21,MYEOV
RAD21,APOB
RAD21,MAGEA2
RAD21,MAGEA3
RAD21,MAGEC2
RAD21,FXYD1
RAD21,BUB1
RAD21,AOC3
RAD21,RECQL5
RAD21,INHBA
RAD21,GADD45G
RAD21,EXT1
RAD21,A2ML1
RAD21,CASP14
RAD21,IGFL3
RAD21,MMP10
RAD21,HSPB6
RAD21,CBLN2
RAD21,SCARA5
RAD21,HPD
RAD21,KCNH1
RAD21,NBN
RAD21,PDE1C
RAD21,BAX
RAD21,CCND1
RAD21,TNXB
RAD21,RTBDN
RAD21,FGFBP2
RAD21,DGAT2
RAD21,PIK3R1
RAD21,PENK
RAD21,NPR1
RAD21,JAG1
RAD21,HCN2
RAD21,FGF1
RAD21,DUSP13
RAD21,ABCA10
RAD21,KISS1R
RAD21,GRB2
RAD21,FZD5
RAD21,CASP8
RAD21,FGF18
RAD21,FHL1
RAD21,KCNE1
REST,BRCA1
REST,STAT1
REST,TCF12
REST,TFAP2A
REST,TFAP2C
REST,NANOG
REST,STAT5A
REST,RORA
REST,POU2F1
REST,NFKB2
REST,ATF4
REST,AR
REST,TLX1
REST,TGIF1
REST,POU3F2
REST,PAX2
REST,NR2F1
REST,NFIL3
REST,HLF
REST,BBC3
REST,ASCL1
REST,HES1
REST,MYT1
REST,NOTCH2
REST,LIN28A
REST,CEACAM5
REST,APC2
REST,GPIHBP1
REST,DLK1
REST,P2RX6
REST,HEPACAM
REST,ITIH2
REST,FXYD1
REST,AOC3
REST,PTEN
REST,CNTNAP2
REST,CELF3
REST,CASP14
REST,PDE1C
REST,CA4
REST,FAM83D
REST,RTBDN
REST,SHC4
REST,PENK
REST,KCNIP2
REST,HIST1H2AM
REST,GRM4
REST,GRIA2
REST,FGF1
REST,DUSP13
REST,DLL3
REST,ACVR1C
REST,HIST1H2BO
REST,NXPH1
REST,VGF
REST,RRM2
REST,RASSF7
REST,HBA2
REST,BRSK2
REST,AKT2
REST,KIF18B
REST,TFR2
REST,KREMEN2
REST,SYT5
REST,GABRD
REST,CPLX2
REST,TMEM145
REST,SCT
REST,MARCH4
REST,SHC3
REST,DVL3
REST,FGF18
REST,HBA1
REST,CLDN19
REST,TMEM151A
REST,GPR180
REST,HHATL
REST,SYT13
REST,LHFPL5
REST,ORM2
REST,ORM1
RFX5,SP1
RFX5,SPI1
RFX5,BRCA1
RFX5,STAT1
RFX5,STAT2
RFX5,USF1
RFX5,BCLAF1
RFX5,CLEC5A
RFX5,FZD2
RFX5,RECQL5
RFX5,GPD1
RFX5,GLP2R
BCL3,RXRA
BCL3,SP1
BCL3,STAT3
BCL3,TBP
BCL3,TCF12
BCL3,TFAP2A
BCL3,TFAP2C
BCL3,FOSL1
BCL3,TP53
BCL3,RELA
BCL3,REL
BCL3,NFKB2
BCL3,MYB
BCL3,TFAP4
BCL3,RREB1
BCL3,MAPK3
BCL3,MAPK1
BCL3,LMO2
BCL3,DDIT3
BCL3,CTNNB1
BCL3,CREBBP
BCL3,BARD1
BCL3,HDAC1
BCL3,NCOA1
BCL3,CEACAM5
BCL3,PRAME
BCL3,CEACAM6
BCL3,EGFR
BCL3,CASP14
BCL3,IGFL3
BCL3,HIST1H2AM
BCL3,GSK3B
BCL3,HIST1H2BO
BCL3,KIF2C
BCL3,SHC1
RXRA,SP1
RXRA,BRCA1
RXRA,SRF
RXRA,STAT2
RXRA,TBP
RXRA,USF1
RXRA,STAT5A
RXRA,RELA
RXRA,PPARG
RXRA,SMAD4
RXRA,POU2F1
RXRA,HNF1A
RXRA,EGR2
RXRA,NR2F1
RXRA,MAPK1
RXRA,LMO2
RXRA,FOXO1
RXRA,CTNNB1
RXRA,HDAC1
RXRA,NCOA1
RXRA,NCOA3
RXRA,NOTCH3
RXRA,CEACAM5
RXRA,CEACAM6
RXRA,ACADL
RXRA,CSAG1
RXRA,FZD2
RXRA,MYEOV
RXRA,APOB
RXRA,MAGEA2
RXRA,MAGEA3
RXRA,MAGEB2
RXRA,FXYD1
RXRA,BUB1
RXRA,RECQL5
RXRA,GADD45G
RXRA,A2ML1
RXRA,CASP14
RXRA,DLK2
RXRA,RTBDN
RXRA,SORBS1
RXRA,RRM2
RXRA,NEK2
RXRA,LPL
RXRA,HBA2
RXRA,GMPS
RXRA,GADD45A
RXRA,MAGEA6
RXRA,PCK1
RXRA,CYP1A1
RXRA,ASPA
RXRA,ERBB2
RXRA,KIF1A
RXRA,MMP1
RXRA,SGK2
RXRA,CD36
RXRA,HBA1
RXRA,ADIPOQ
RXRA,PLIN1
RXRA,FABP4
RXRA,AQP7P1
RXRA,AQP7
RXRA,CYP3A4
PRDM1,SPI1
PRDM1,SRF
PRDM1,STAT1
PRDM1,STAT2
PRDM1,STAT3
PRDM1,STAT6
PRDM1,STAT4
PRDM1,POU2F1
PRDM1,E2F2
PRDM1,TLX2
PRDM1,POU3F3
PRDM1,POU3F2
PRDM1,POU3F1
PRDM1,LMO2
PRDM1,FOXO3B
PRDM1,FOXO3
PRDM1,FOXO1
PRDM1,FOXJ2
PRDM1,FOXF2
PRDM1,FOXD1
PRDM1,FOXC1
SMARCA4,SMARCB1
SMARCA4,SMARCC1
SMARCA4,BRCA1
SMARCA4,STAT1
SMARCA4,STAT2
SMARCA4,TFAP2A
SMARCA4,YY1
SMARCA4,BHLHE40
SMARCA4,TP53
SMARCA4,CREB1
SMARCA4,PAX6
SMARCA4,MZF1
SMARCA4,MAPK1
SMARCA4,JUNB
SMARCA4,HLF
SMARCA4,CTNNB1
SMARCA4,AHR
SMARCA4,RB1
SMARCA4,PRAME
SMARCA4,CDKN1A
SMARCA4,AOC3
SMARCA4,PHB
SMARCA4,CCND1
SMARCA4,HIST1H2AM
SMARCA4,HIST1H2BO
SMARCA4,SLC2A3
SMARCA4,PALB2
SMARCA4,KIF2C
SMARCA4,HIST1H3H
SMARCA4,CDH1
SMARCB1,BRCA1
SMARCB1,TFAP2A
SMARCB1,MAFK
SMARCB1,FOSL1
SMARCB1,BHLHE40
SMARCB1,TP53
SMARCB1,TCF3
SMARCB1,MAPK1
SMARCB1,JUNB
SMARCB1,HLF
SMARCB1,FOSB
SMARCB1,RB1
SMARCB1,PRAME
SMARCB1,DLK1
SMARCB1,HEPACAM
SMARCB1,HIST1H2AM
SMARCB1,HIST1H2BO
SMARCB1,NUSAP1
SMARCB1,PALB2
SMARCB1,HIST1H3H
SMARCC1,SPI1
SMARCC1,TFAP2C
SMARCC1,TOPORS
SMARCC1,MEIS1
SMARCC1,JUNB
SMARCC1,HOXA9
SMARCC1,FOXC1
SMARCC1,NOTCH3
SMARCC1,TNNI3
SMARCC1,NUSAP1
SMARCC2,TBP
SMARCC2,NOTCH3
SP1,SP2
SP1,SPI1
SP1,BRCA1
SP1,SREBF1
SP1,SREBF2
SP1,TAF7
SP1,TAL1
SP1,TBP
SP1,TFAP2A
SP1,USF1
SP1,USF2
SP1,YY1
SP1,ZNF143
SP1,FOSL1
SP1,BHLHE40
SP1,CCNT2
SP1,SMC3
SP1,SETDB1
SP1,TP53
SP1,STAT5A
SP1,RELA
SP1,ELK1
SP1,CREB1
SP1,STAT6
SP1,SMAD4
SP1,SMAD3
SP1,RORA
SP1,REL
SP1,POU2F1
SP1,PAX6
SP1,NFKB2
SP1,MYB
SP1,LEF1
SP1,HNF1A
SP1,EGR3
SP1,E2F2
SP1,CEBPA
SP1,ATF4
SP1,ATF2
SP1,AR
SP1,WT1
SP1,TFAP4
SP1,SOX9
SP1,SOS1
SP1,RREB1
SP1,RFX1
SP1,POU3F3
SP1,POU3F2
SP1,PGR
SP1,PAX2
SP1,PATZ1
SP1,NR2F1
SP1,NFYC
SP1,NFIL3
SP1,NFE2L1
SP1,MYBL2
SP1,MIF
SP1,MAPK3
SP1,MAPK1
SP1,KLF12
SP1,IRF7
SP1,HOXA9
SP1,HLF
SP1,FOXC1
SP1,ESR2
SP1,E2F3
SP1,DDIT3
SP1,CTNNB1
SP1,CDC5L
SP1,BRCA2
SP1,ATF7
SP1,ARNT
SP1,ALX1
SP1,AHR
SP1,ASCL1
SP1,ATM
SP1,DDB2
SP1,FOXM1
SP1,HDAC1
SP1,HES1
SP1,HEYL
SP1,HIF3A
SP1,INSM1
SP1,NCOA3
SP1,NOTCH3
SP1,RAD51
SP1,RB1
SP1,E2F8
SP1,EGF
SP1,CEACAM5
SP1,CES1
SP1,PRAME
SP1,CEACAM6
SP1,THAP1
